team,season,games,def_epa_per_play_allowed,def_epa_per_pass_allowed,def_epa_per_rush_allowed,def_ypa_allowed,def_ypc_allowed,def_pass_yds_pg_allowed,def_rush_yds_pg_allowed,def_plays_pg_faced,def_pace_sec_allowed,def_rz_td_rate_allowed,def_rush_td_pg_allowed,def_pass_td_pg_allowed,def_pressure_rate,def_light_box_rate,def_man_rate,def_zone_rate,def_vs_wr_out,def_vs_te,def_vs_rb_pass,def_vs_wr_slot,cb1_grade,cb2_grade,slot_cb_grade,shadow_cb,defensive_coordinator
DET,2025,17,-0.0062788925,0.014495059,-0.004474179,6.073891625615763,4.561484918793504,217.58823529411765,115.6470588235294,61.1764705882353,,0.18128654970760233,0.9411764705882353,1.8235294117647058,,,,,0.05035881698131561,-0.13922636955976486,-0.15527404844760895,0.05035881698131561,65.0,65.0,65.0,False,UNKNOWN
GB,2025,17,0.020048933,0.074426465,-0.048094694,5.657534246575342,4.245243128964059,194.35294117647058,118.11764705882354,62.1764705882353,,0.18181818181818182,0.8823529411764706,1.411764705882353,,,,,0.18598254024982452,-0.051177069544792175,-0.07876156270503998,0.18598254024982452,65.0,65.0,65.0,False,UNKNOWN
HOU,2025,17,-0.13931778,-0.19456553,-0.055030704,5.312925170068027,4.058375634517766,183.76470588235293,94.05882352941177,57.76470588235294,,0.2231404958677686,0.7647058823529411,1.1764705882352942,,,,,-0.1648571826517582,-0.2332115015015006,-0.11458773165941238,-0.1648571826517582,65.0,65.0,65.0,False,UNKNOWN
IND,2025,17,0.00032934634,0.039605513,-0.034083627,6.356927710843373,3.9839816933638446,248.2941176470588,102.41176470588235,64.76470588235294,,0.17475728155339806,0.9411764705882353,1.411764705882353,,,,,9.958446025848389e-05,0.11959734559059143,-0.20801517367362976,9.958446025848389e-05,65.0,65.0,65.0,False,UNKNOWN
JAX,2025,17,-0.11652088,-0.15023924,-0.035559054,5.5305514157973175,4.086350974930362,218.2941176470588,86.29411764705883,60.588235294117645,,0.19078947368421054,0.7647058823529411,1.4705882352941178,,,,,-0.2948996424674988,-0.13776212185621262,-0.08964329212903976,-0.2948996424674988,65.0,65.0,65.0,False,UNKNOWN
KC,2025,17,-0.040209554,-0.025272299,-0.06233159,6.111926605504587,4.184757505773672,195.94117647058823,106.58823529411765,57.529411764705884,,0.18620689655172415,0.8235294117647058,1.0588235294117647,,,,,-0.09420308470726013,0.018831342458724976,0.13707050681114197,-0.09420308470726013,65.0,65.0,65.0,False,UNKNOWN
LA,2025,17,-0.059280656,-0.05283341,-0.059827838,5.79874213836478,4.37962962962963,216.94117647058823,111.29411764705883,62.8235294117647,,0.15527950310559005,0.47058823529411764,1.5294117647058822,,,,,-0.11561887711286545,-0.12865367531776428,-0.011172056663781404,-0.11561887711286545,65.0,65.0,65.0,False,UNKNOWN
LAC,2025,17,-0.087535076,-0.07098416,-0.093303695,5.573770491803279,4.440886699507389,180.0,106.05882352941177,56.1764705882353,,0.15436241610738255,0.9411764705882353,0.9411764705882353,,,,,-0.19545547105371952,0.14810675382614136,-0.1718740463256836,-0.19545547105371952,65.0,65.0,65.0,False,UNKNOWN
LV,2025,17,0.014079984,0.11936248,-0.071649484,6.080071174377224,4.079268292682927,201.0,118.05882352941177,62.0,,0.17370892018779344,1.2941176470588236,1.3529411764705883,,,,,0.09226389229297638,0.036731839179992676,0.03760349750518799,0.09226389229297638,65.0,65.0,65.0,False,UNKNOWN
MIA,2025,17,0.08646339,0.15930866,0.011997353,6.596396396396396,4.921908893709327,215.35294117647058,133.47058823529412,59.76470588235294,,0.23353293413173654,1.0588235294117647,1.7058823529411764,,,,,0.10502161085605621,-0.011729180812835693,0.3303019851446152,0.10502161085605621,65.0,65.0,65.0,False,UNKNOWN
MIN,2025,17,-0.11283472,-0.18375368,-0.069418855,5.435483870967742,4.072936660268714,158.58823529411765,124.82352941176471,59.8235294117647,,0.12962962962962962,0.7647058823529411,0.8823529411764706,,,,,-0.009567126631736755,-0.14084842801094055,-0.3852815181016922,-0.009567126631736755,65.0,65.0,65.0,False,UNKNOWN
NE,2025,17,-0.051528662,-0.052475184,-0.04381618,5.857651245551601,4.297029702970297,193.64705882352942,102.11764705882354,56.8235294117647,,0.2288135593220339,0.6470588235294118,1.4705882352941178,,,,,-0.0435870885848999,-0.10570397973060608,-0.21574771404266357,-0.0435870885848999,65.0,65.0,65.0,False,UNKNOWN
NO,2025,17,-0.059538238,-0.008390899,-0.087233655,5.736346516007533,4.168674698795181,179.1764705882353,122.11764705882354,60.529411764705884,,0.1984732824427481,0.7058823529411765,1.4705882352941178,,,,,-0.013908401131629944,-0.07471403479576111,0.11269816756248474,-0.013908401131629944,65.0,65.0,65.0,False,UNKNOWN
NYG,2025,17,0.0835236,0.042775225,0.18712124,6.193548387096774,5.632054176072235,214.58823529411765,146.76470588235293,60.705882352941174,,0.22784810126582278,1.2352941176470589,1.4705882352941178,,,,,0.047249481081962585,-0.05292896926403046,-0.09137086570262909,0.047249481081962585,65.0,65.0,65.0,False,UNKNOWN
NYJ,2025,17,0.15135828,0.26667947,0.022582328,6.782287822878229,4.688845401174168,216.23529411764707,140.94117647058823,61.94117647058823,,0.23684210526315788,1.1764705882352942,2.1176470588235294,,,,,0.2035561054944992,0.1643054187297821,0.3185882121324539,0.2035561054944992,65.0,65.0,65.0,False,UNKNOWN
PHI,2025,17,-0.0860482,-0.12050422,-0.04201614,5.546391752577319,4.394628099173554,189.88235294117646,125.11764705882354,62.705882352941174,,0.17088607594936708,1.1764705882352942,0.8235294117647058,,,,,-0.1582893505692482,-0.36621346324682236,0.11037111282348633,-0.1582893505692482,65.0,65.0,65.0,False,UNKNOWN
PIT,2025,17,0.01751016,0.054718092,-0.013330915,6.278366111951589,4.381489841986456,244.11764705882354,114.17647058823529,64.94117647058823,,0.1657142857142857,0.5882352941176471,1.7647058823529411,,,,,0.043593838810920715,-0.031122282147407532,-0.017095468007028103,0.043593838810920715,65.0,65.0,65.0,False,UNKNOWN
SEA,2025,17,-0.14072998,-0.13027512,-0.15300524,5.081538461538462,3.8223844282238444,194.2941176470588,92.41176470588235,62.411764705882355,,0.16071428571428573,0.5294117647058824,1.1764705882352942,,,,,-0.201032355427742,0.11082294583320618,-0.1304892599582672,-0.201032355427742,65.0,65.0,65.0,False,UNKNOWN
SF,2025,17,0.06393528,0.09567544,0.008779293,6.552238805970149,4.4375,232.41176470588235,108.58823529411765,59.94117647058823,,0.20279720279720279,0.7647058823529411,1.7058823529411764,,,,,0.12490744888782501,-0.15401674062013626,0.0073755159974098206,0.12490744888782501,65.0,65.0,65.0,False,UNKNOWN
TB,2025,17,0.021826271,0.08581764,-0.09604008,6.703642384105961,4.38860103626943,238.1764705882353,99.6470588235294,58.23529411764706,,0.2459016393442623,0.9411764705882353,1.7647058823529411,,,,,-0.08275243639945984,0.10255581140518188,0.3317883759737015,-0.08275243639945984,65.0,65.0,65.0,False,UNKNOWN
TEN,2025,17,0.105737194,0.18311979,0.023799261,7.023297491039426,4.548387096774194,230.52941176470588,116.11764705882354,58.35294117647059,,0.25161290322580643,1.2352941176470589,1.7647058823529411,,,,,0.26707054674625397,0.11073705554008484,-0.0015550702810287476,0.26707054674625397,65.0,65.0,65.0,False,UNKNOWN
WAS,2025,17,0.14337748,0.22954024,0.0667761,7.073756432246999,4.963265306122449,242.58823529411765,143.05882352941177,63.11764705882353,,0.21761658031088082,1.0588235294117647,1.9411764705882353,,,,,0.13561387360095978,0.2960035502910614,0.07192245125770569,0.13561387360095978,65.0,65.0,65.0,False,UNKNOWN
